@id,@lat,@lon,name,ele,wikidata,wikipedia
2616497949,47.6325050,11.7231497,Grüneck,1395,Q42306274,de:Grüneck (Tegernseer Berge)
2616497953,47.6145044,11.7269033,Hoher Gernberg,1226,,
2616499852,47.6059621,11.7373153,Rasserringkopf,1281,,
2621339808,47.6188093,11.7654529,Großer Wildbrenner,1234,,
2621339810,47.6209764,11.7649963,Hohlenstein,1230,Q31538427,
2621339811,47.6178475,11.7698095,Kleiner Wildbrenner,1191,,
2621339830,47.6505209,11.7658835,Setzbergeck,1179,,
2621341672,47.6555628,11.7665988,Roßsteinwand,1217,Q111660094,de:Roßsteinwand
2622495585,47.5987834,11.8141750,Langeckberg,1423,Q1804940,
2622495586,47.6153040,11.8016508,Lapberg,1432,Q24206976,
2622495587,47.6050810,11.8435186,Laubbergel,1569,,
2622495603,47.5943780,11.8497610,Rieselsberg,1574,Q31526104,
2633880096,48.8214901,11.0783474,Schlossberg,500,,
2638047481,47.6425473,11.4010318,Bergelskopf,1413,Q31558151,
2638047492,47.6361759,11.3942002,Kaltwasserwand,1263,Q32063789,
2638613912,47.7677962,12.3746612,Zwölferturm,,,
2641009439,47.6583303,11.9472534,Dürrmiesing,1863,Q31548931,
2641015239,47.6751604,11.8645597,Brecherspitz Vorgipfel,1643,,
2641018246,47.7376374,11.8342723,Huberspitz,1051,Q31537823,
2641023721,47.7966835,11.8635983,Vogelherd,822,Q31559355,
2659762306,47.6732522,12.5955598,Lembergschneid,1597,Q31558572,
2704446436,47.7447764,12.5131464,Hasenpoint,1587,Q31354471,
2705892415,47.7747006,12.3644421,Eibberg,1023,,
2727811304,47.7041604,12.8329646,Müllnerhörndl,1192,Q31529949,
2749775070,47.7811282,12.3772688,Schwarzenberg,1126,,
2755691821,48.8155376,11.0764306,Kreuzelberg,505,Q31328583,
2767485667,48.5655356,11.7517407,Schlossberg,,,
2770082835,47.9662481,11.2033623,Bäckerbichl,726,,
2770355657,47.5822824,10.9921520,Pürschling,1566,Q2120961,
2796312569,47.6502608,12.4647638,Bruthennkopf,1023,,
2796313170,47.6904468,12.3570244,Sandspitze,1421,,
2796336373,47.6285233,12.5195057,Lahnerkogel,1595,Q21877892,
2796336774,47.6308059,12.5249055,Markkogel,1599,Q21877891,
2796336880,47.6253637,12.4995142,Steinwurfkogel,1588,,
2800814740,48.4407717,11.8652585,Rastberg,465,,
2804321236,47.6279679,13.0955784,Roßfeld,1537,Q1738892,
2816576099,48.1295790,11.8283743,Stürzerberg,558,,
2816576100,48.1408291,11.8378928,Turmhügel,561,,
2833437971,47.7036970,12.1153236,Scheibling,1226,Q21861811,
2833494983,47.7086788,12.0598556,Mutterberg,1262,Q31529829,
2833611504,47.7629492,12.4866789,Schnappenberg,1250,Q1671120,de:Schnappenberg
2851315353,47.7135568,12.0165964,Kirchelwand,1521,Q31558853,
2874031001,47.7730979,12.5273079,Bairerkopf,1283,Q31354310,
2874033358,47.7482591,12.4145152,Breitwand,1159,,
2874033383,47.7480773,12.4173169,Spitzwand,,,
2874047929,47.6849103,11.9080106,Nagelspitz,1555,Q31529781,
2874060727,47.7047797,12.6013961,Schlösselschneid,1416,Q102764364,
2874061445,47.7474231,12.4098900,Zwillingswand,,,
2874807218,47.6479779,11.9260025,Kirchstein,,Q55489734,
2875158437,47.5089561,12.9205349,Gamskarköpfl,2031,,
2875282190,47.6992160,12.7170001,Augenstein,1584,Q31553023,
2875895509,47.7473259,12.4055138,Teufelsstein,1435,Q31517571,
2876163900,47.5089185,13.0240531,Hanauerlaubköpfl,1878,,
2876346758,47.7258576,12.1780637,Backofen,1136,,
2876784910,47.7172306,12.5913188,Sulzgrabenkopf,1521,Q31301859,
2877712129,47.7254500,12.0215546,Reinock,1158,,
2877744693,47.7205369,11.9966930,Rührkübel,1410,,
2878239768,47.7023768,12.5391215,Hochscharten,1474,Q101245838,
2880084780,47.6960642,12.6677871,Mittlerer Adlerkopf,1338,,
2883098332,47.7720837,12.5234167,Mehrentaler Wand,1309,,
2891171787,48.8652999,11.3997929,Rothenberg,487,Q31346191,
2891182898,48.8450934,11.4097310,Hohe Mandel,,,
2895269085,47.6895334,12.7080575,Aibleck,1756,Q31558686,
2895377879,47.6604306,11.9590490,Steilenberg,,Q31519396,
2896029968,47.7247573,12.0250689,Roßstallkopf,1135,,
2896177129,47.5024603,11.3861963,Bayerkarspitze,1908,,
2909295481,47.6901039,12.7336215,Bogenhorn,1476,Q31551898,
2909295482,47.6810356,12.6660798,Fischbachkopf,1694,Q21877878,
2909295484,47.6811631,12.7050895,Hochgern,1740,Q21877877,
2909295485,47.6845670,12.7393142,Mitterberg,1080,,
2909295486,47.6892352,12.7188530,Ochsenhorn,1615,Q31528999,
2909295599,47.6826325,12.6837611,Vorderlahner Kopf,1907,Q104175128,
2910612830,47.7069001,12.7037960,Lanzeleck,1292,Q31532325,
2911951692,47.7077930,12.9555054,Hirschangerkopf,1769,Q21871733,
2917186131,47.6787668,12.9733574,Bannkopf,1658,,
2917186578,47.6811659,12.9509474,Nierntalkopf,1135,,
2920306554,47.7677411,12.6627866,Zellerberg Nordgipfel,992,,
2932373412,47.6856313,12.6313799,Hochbrunstkopf,1499,,
2934579315,47.5625765,12.8614196,Ofentalhörndl,2513,,de:Hochkalter#Ofentalhörnl
2939392336,47.7474830,11.9923907,Sternplatte,1223,Q31518614,
2939392364,47.7429338,11.9958739,Sterneck,1241,Q27190515,
2939398189,47.6754639,11.7941959,Bärenwand,1156,,
2943516127,47.7416118,12.7685402,Großer Turm,1120,,
2943540286,47.7382954,12.7667353,Kleiner Turm,,,
2946724048,48.9954014,11.2023230,Pfleimberg,,,
2958993297,47.6528287,12.8105996,Hirscheck,1787,,
2959009208,47.7574550,12.8253996,Murkopf,,,
2959022259,47.6504328,12.8035684,Wartsteinkopf,1772.5,Q31515757,
2971102758,48.0269277,11.3764300,Thierkopf,,,
2973369663,47.6403833,11.6669669,Hochplatte,1592,Q2400324,de:Hochplatte (Tegernseer Berge)
2980105509,47.5460878,12.8221541,Karlkopf,2195,,
2983909328,47.6832002,11.9307431,Heißenplatte,1593,Q31541594,
2989185125,47.5873106,12.8762366,Steinberg,2026,,
2990691860,47.6411926,11.7990291,Röthenstein,1695,Q106820538,
2995445589,47.7596951,12.7019815,Auer Berg,903,,
3010983211,47.7547485,12.5598071,Thoraukopf,1481,,
3013832310,47.7505983,12.5244871,Bischofsstuhl,1516,Q31354494,
3013850210,47.7460862,12.4913971,Roßkopf,1156,,
3013916975,47.7695976,12.5225578,Hochwurz,1290,,
3013957643,47.7344195,12.5508990,Lochköpfel,1300,,
3013957646,47.7449105,12.6001481,Brandstein,1138,Q30666760,
3013978685,47.7772930,12.5989970,Scheichenberg,1243,Q31332994,
3017837425,47.6092635,12.8891953,Kogel,856,,
3018886100,47.7163633,12.7140494,Seßseekopf,1153,,
3021830639,48.8196619,11.1050116,Dachsberg,,,
3023115499,47.6915654,12.0689869,Dümpfel,1354,Q31549079,
3032196104,47.6453927,12.8949280,Pfaffenbichel,1428,Q107236217,
3050860035,47.6720966,11.9477416,Heuberg,1384,Q31541119,
3065745678,47.6937769,12.4134416,Rauhe-Nadel-Kopf,1266,,
3068662784,47.5558435,11.0714420,Ziegelspitz,1719,Q31556628,
3073257893,47.6867108,12.7623704,Kranzkogel,1241,,
3073834478,47.7093000,12.5222000,Rachelspitz,1415,,
3077015210,47.7043284,12.7354602,Litzlbachhörndl,1330,Q31531643,
3092935257,47.7552187,12.8172991,Zwiesel,1782,Q244657,
3101680939,47.7472806,12.7378819,Kleines Kienbergl (Kreuzspitz),1071,,
3101681818,47.7350958,12.7388201,Maierknogl,1303,Q31531230,
3105285406,47.7288151,12.6213062,Eisenberg,1488,Q30778520,
3105292875,47.7239517,12.6140696,Durlachkopf,1395,Q31354249,
3105308096,47.7530532,12.6132077,Haßlberg,1117,Q30616355,
3106093354,47.7373509,12.6583074,Menkenberg,798,,
3106093355,47.7392018,12.6479314,Boiderköpfl,917,,
3106094204,47.7651152,12.6700262,Zellerberg Hauptgipfel,1065,Q31514270,de:Zeller Berg (Ruhpolding)
3106095669,47.7814228,12.6219052,Neustadler Berg,1078,Q31299401,
3112764094,47.4028245,11.1049520,Oberreintalturm,2014,,
3116985621,47.5531398,12.9353854,2. Watzmannkind,2232,,
3116985622,47.5542784,12.9433972,Lablkopf,2015,,
3125422707,47.7553323,12.8047968,Gamsknogel,1750,,
3126444927,47.5690831,11.3777456,Altlachberg,1235,,
3129778136,47.6189466,11.2993471,Rauteckkopf,1509,Q31557838,
3133879216,48.0898652,11.9599436,Ludwigshöhe,618,,
3135778328,47.5166017,11.3528413,Fischbachkopf,1690,,
3135780329,47.5238626,11.3425747,Markkopf,1357,,
3135793934,47.6108194,11.2434850,Wank,1403,,
3139978512,47.6942975,12.7817181,Ristfeuchthorn,1569,Q120074,
3141368197,47.7256291,12.0646098,Breitenberg,1147,Q31551390,
3141428734,47.7675192,12.3486288,Maiswand,1114,,
3146471173,47.6656663,11.4292045,Schwarzenbergkopf,1233,Q31521506,
3146471175,47.6573099,11.4304621,Gemskopf,1372,Q31558294,
3146487648,47.6563397,11.4393984,Bauernwurf,1287,,
3146487649,47.6572892,11.4550867,Brandköpfel,1442,,
3146487650,47.6617438,11.4589857,Eibelskopf,1418,Q31548580,
3149380906,48.4143807,11.9863814,Einberg,,,
3149380907,48.4202223,12.0044922,Holzberg,,Q30682413,
3172816123,47.6037482,11.2795512,Rotwandkopf,1519,Q31524713,
3184958176,47.8220569,11.6632156,Eiberg,773,,
3186071317,47.5939262,13.0671406,Hoher Göll,2522,Q549503,de:Hoher Göll
3189002246,47.7406071,12.3819563,Ramseneck,1117,,
3190814792,47.7583700,12.3439420,Mitterwandl,1200,,
3190825053,47.7570115,12.3371639,Brunnensteinkopf,1215,Q31550917,
3190830595,47.7496917,12.3821584,Ramseck Vorgipfel,1422,,
3191281746,47.6183935,11.3579688,Desselkopf,1290,Q115787218,de:Desselkopf
3208089067,47.6595120,12.8254222,Alphorn,1656,Q31553867,
3208604528,47.6258657,12.8477290,Eisberg,1800,Q1310858,
3210054356,47.6978179,12.0075220,Bockstein,1555,,
3218497753,47.6272901,12.8315928,Zirbeneck,1810,Q31514041,
3228636293,47.6792261,12.0697892,Großer Mühlberg,1222,Q31543893,
3229933791,47.7381830,11.9951199,Katzenköpfl,1132,Q27882380,
3229933793,47.7325575,11.9930749,Rißkopf,1182,Q31525618,
3229949065,47.7277313,11.9720242,Bucher Berg,1143,Q43363659,
3229949066,47.7078955,11.9911018,Kirchwand,1479,,
3229950338,47.6877111,12.0243576,Mitterberg,1283,Q31530614,
3229970779,47.7206684,11.8411545,Aschberg,1042,,
3229970780,47.7305888,11.8104963,Auer Berg,1252,Q16054465,
3229970781,47.7214732,11.8483596,Krainsbergkogel,1037,,
3229970782,47.7323621,11.8263212,Rainer Berg,1169,Q16292474,
3229978765,47.6886191,11.8370157,Brunnerstein,1243,,
3229978767,47.6795493,11.8446746,Eckspitz,1386,,
3230066901,47.6369587,11.9462988,Auerberg,1666,Q31553232,
3230066902,47.6318071,11.9377398,Berneck,1450,Q31552608,
3230066903,47.6112895,11.8793256,Brennereck,1296,,
3230066904,47.6141344,11.8246692,Lapbergschneid,1430,,
3230066905,47.6285402,11.8848818,Lämmeralpeneck,1224,,
3230066906,47.6292309,11.9188218,Pfannberg,1267,Q31528148,
3230066907,47.6303897,11.9258563,Pfannkobel,1330,Q31528115,
3230066908,47.6311548,11.9028621,Pfannkopf,1227,Q31528097,
3230066909,47.6425261,11.7982856,Rauhenberg,1703,Q106820537,
3230066910,47.6400964,11.8395510,Rotzigmoosberg,1198,Q24698492,
3230066911,47.6243725,11.8883125,Schalmeiereck,1098,,
3230066912,47.6223562,11.8689928,Schlagkopf,1224,Q31522912,
3230066913,47.6050159,11.8664010,Trausnitzeck,1610,,
3230066914,47.6183090,11.9108858,Tuschberg,1320,Q31516920,
3230066915,47.6252920,11.8540155,Öderberg,1267,Q31528850,
3230098741,47.6534166,12.0060778,Burgstallkopf,983,,
3230098742,47.6359728,11.9877063,Hausberg,1283,Q31542068,
3230098743,47.6485471,12.1415763,Kl. Audorfer Berg,880,,
3230098744,47.6338225,12.0524784,Kleiner Unterberg,1529,,
3230098745,47.6389937,12.1558799,Mühlbacher Berg,892,,
3230098746,47.6250374,12.1582973,Nußlberg,868,Q31529389,
3230098749,47.6455227,11.9958352,Sillberg,1348,Q31520759,
3230098750,47.6285867,12.0643333,Wirtshöhe,1400,,
3230132866,47.7158318,12.3488269,Ahornkopf,1540,Q31558885,
3230132867,47.6852778,12.1058894,Beiwand,1183,,
3230132868,47.6978498,12.3210699,Moosberg,1396,Q31558753,
3230132869,47.7147971,12.3560486,Spitzberg,1444,Q31520027,
3230301383,47.7777795,12.5088002,Aschauer Zipf,1019,,
3230301384,47.7803721,12.4088171,Breitenberg,1047,Q31559078,
3230301385,47.6795513,12.5561204,Bürgl,865,,
3230301386,47.6686751,12.6020198,Dürrnbacheck,1593,,
3230301387,47.7837036,12.5717501,Geschwendkopf,1014,,
3230301388,47.7253666,12.5603577,Gründberg,1226,Q30656365,
3230301389,47.7736459,12.6212384,Haargaßberg,1210,,
3230301390,47.6588835,12.4643774,Heuchenberg,859,,
3230301391,47.6737142,12.5295360,Jochberg,1257,Q30654728,
3230301392,47.7609295,12.5244307,Köstelkopf,1349,Q31332139,
3230301393,47.7168051,12.4885934,Gschlad,945,,
3230301394,47.6716472,12.5860150,Lemberg,1490,Q31531955,
3230301395,47.6837801,12.4418242,Möserberg,1048,,
3230301396,47.7863561,12.6013492,Mühlalpkopf,1061,Q31304318,
3230301397,47.6691619,12.5258767,Mühlprachkopf,1332,Q31301668,
3230301398,47.7699472,12.6189227,Platte,1168,,
3230301399,47.6866762,12.5226341,Reitberg,1143,Q31358700,
3230301400,47.7479711,12.5918084,Reitstein,1250,,
3230301401,47.6954470,12.6296324,Richtstrichkopf,1322,,
3230301403,47.7050299,12.6223813,Seekopf,1173,Q31521114,
3230301404,47.6545869,12.5617821,Sondersberg,1243,Q31520412,
3230301405,47.6881301,12.5429337,Stuhlkopf,1264,Q31302500,
3230301406,47.6959572,12.5533208,Tempelberg,1215,Q31299816,
3230301407,47.7692941,12.4296624,Torkopf,844,Q31517205,
3230301408,47.6837000,12.4940417,Walmberg,1062,Q31515889,
3230301409,47.7675283,12.6148137,Westerberg,1076,Q30510601,
3230301410,47.7783588,12.5263757,Zinnkopf,1223,,
3231691753,47.7461484,12.0598487,Sulzbergschneid,1117,,
3233329548,47.7112511,11.6950730,Auereck,1113,,
3233329549,47.6685722,11.6941222,Bettsteineck,1370,,
3233329550,47.7243809,11.8997488,Breitenberg,1208,,
3233329551,47.6322445,12.0207883,Breiteneck,1045,,
3233329553,47.6606102,12.1023731,Fuchsstein,891,,
3233329554,47.5981566,11.7183214,Graseckwand,1400,Q124418260,
3233329555,47.5964370,11.7479178,Großer Berg,1303,,
3233329556,47.6493353,11.7155159,Halseck,1354,Q31542506,
3233329558,47.6313448,12.0333108,Langeck,1201,,
3233329668,47.6378946,11.8116312,Seebühel,1675,,
3233329682,47.7476985,11.9858345,Schwarzenbergeck,1200,,
3233329684,47.6147751,12.0314281,Rabenstein,1317,,
3233329685,47.6805761,12.0081736,Reitberg,962,,
3233329686,47.6468378,11.9420730,Sebaldstein,1733,,
3233329687,47.7105567,11.7034539,Semmelberg,1101,Q31520990,
3233329688,47.6930360,11.7177073,Sillberg,928,Q137361360,
3233329689,47.6939380,11.9150031,Talwand,1222,,
3233329690,47.6085491,11.7632273,Wenigberg,1326,Q31515230,
3233350789,47.7204615,12.4340511,Gscheuerwand,1106,,
3233350790,47.7676970,12.4061966,Kleinstaffen,1250,Q31534084,
3233350791,47.7354988,12.1789524,Kogl,1023,,
3233350795,47.7513709,12.1697622,Sattelberg,820,,
3237548037,47.5931666,12.7953337,Stadelhorn,2286,Q472226,
3241609466,47.7780660,11.3398798,Kirnberg,,,
3253363153,47.6018138,11.0038927,Rosengarten,1425,Q31525331,
3253369961,47.6068666,11.0056656,Schartenköpfl,1372,,
3253370804,47.6014991,10.9966936,Bremeneck,1405,Q31557519,
3265571621,47.7948625,11.3656006,Röhrenberg,620,,
3265653974,47.8049650,11.3668054,Hennenbühl,,,
3269276624,47.7710298,11.3290501,Heuwinkl,622,,
3298157134,47.7015798,12.4572584,Vogelspitz,,,
3360165691,47.7424312,11.3835727,Horn,639,,
3360165692,47.7376134,11.3500475,Rosselberg,651,,
3403866805,47.4857450,12.9610979,Ledererkopf,2050,,
3403891480,47.7464190,11.3058333,Kirnberg,638,,
3428278033,47.7955398,11.3828061,Aschberg,,,
3430178921,47.7954676,11.3965239,Dachsbichel,,,
3485810457,47.7388807,12.7706877,Scharnkopf,1356,Q31523561,
3490429718,47.6328717,11.3386888,Sägbichl,,,
3495555772,47.6723962,11.4261658,Dachsenberg,1061,,
3522229366,47.8485962,11.8327348,Gansberg,,,
3558230019,47.6333643,11.4302980,Wespenkopf,1127,Q31558005,
3559101010,47.6522083,11.3679051,Rothenberg,670,,
3580272393,47.7623481,12.5592205,Hochfelln,1674,Q1621782,de:Hochfelln
3623171141,47.6566970,11.3085496,Kreuzbichl,644,,
3624783966,47.7167098,12.0468493,Salwand,1435,,
3633598457,47.6669824,11.5381086,Koteck,1350,,
3634965710,47.4081217,11.1239416,"Partenkirchner Dreitorspitze, Mittelgipfel",2622,,
3634965711,47.4091248,11.1256736,"Partenkirchner Dreitorspitze, Nordostgipfel",2626,,
3634965712,47.4127386,11.1353612,Östliche Törlspitze,2444,,
3637196484,47.5974620,11.7622319,Großer Nock,1221,Q112875959,
3662166614,47.5840874,11.0267772,Am Zahn,1615,Q31557182,
3668635653,48.5244364,11.5270723,Fuchsberg,484,,
3676274837,47.7007747,12.6742974,Prügelbergkopf,1200,,
3676274841,47.6969394,12.6670165,Vorderer Adlerkopf,1312,,
3692936392,48.5504438,11.5501611,Kühberg,488,,
3721560882,48.5206968,11.5149550,Georgshöhe,455,,
3721583033,48.5387249,11.5398827,Annesberg,497,,
3721593286,48.5402217,11.5349563,Lettenberg,,,
3721597013,48.5428539,11.5390931,Rieberg,,,
3721601692,48.5660032,11.5824333,Lustberg,,,
3721602660,48.5617260,11.5472455,Maderberg,,,
3721610338,48.4966138,11.5678278,Fuchsberg,513,,
3721611612,48.4968488,11.5260930,Schlagberg,490,,
3721611644,48.4924091,11.5398431,Kreuzberg,507,,
3721611725,48.4932886,11.5458165,Schlossberg,,,
3721738280,47.7463097,12.5864380,Kemeikopf,1222,,
3727777415,47.5964050,13.0527859,Pflughörndl,2047,,
3727777881,47.7396369,11.2383019,Wolfsbichel,677,,
3743479379,47.6946420,11.8665749,Dürnbachwand,1260,,
3743479381,47.6940627,11.8662156,Schlierseespitz,1279,,
3748750652,48.9197890,11.3631009,Nonnenstein,,,
3777140321,47.4150815,11.1280779,Frauenalplspitz,2369,Q31555531,
3777140322,47.4166877,11.1277051,Frauenalplkopf,2351.5,Q31555471,
3794283572,47.7671504,11.1300105,Eichbichl,629,,
3795261756,47.7831864,11.1426201,Kreuzbichl,666,,
3795265057,47.7706467,11.1338639,Schnait,645,,
3841757966,47.7862342,12.1725796,Kirchberg,543,,
3849051307,47.7195687,12.5343052,Rehwaldkopf,1395,Q31359389,
3850932575,48.5382886,11.5016560,Altenstadt,432,,
3850958157,48.5685951,11.4922639,Bromberg,473,,
3850958294,48.5093266,11.4997735,Hagberg,,,
3852465015,47.8036836,11.2582790,Buckelsberg,688,,
3858924655,47.6457433,12.8325906,Bärenkareck,1730,,
3858924656,47.6545175,12.8307453,Übeleck,1698,Q31516903,
3859294823,47.7560538,12.4040088,Haberspitz,1431,Q31542928,
3859294830,47.6494437,11.9313898,Rotwandkopf,1858,,
3860708541,47.7086156,12.7198413,Kaserkopf,1281,Q31536080,
3860709589,47.7077725,12.6931075,Danzingschneid,1111,,
3880647859,47.5198075,13.0264553,Loskopf,,,
3889427160,47.8229969,12.7313449,Freibergl,781,,
3892033944,47.6752489,11.6760318,Stinkereck,,,
3903232265,47.5039177,10.9309618,Sunkenkopf,1766,Q31517953,
3906281333,47.6432444,11.8674221,Stolzeneck,1604,,
3909392850,48.0215717,11.4774397,Betberg,,,
3912536730,47.6826069,12.4572290,Wetterkreuz,1064,,
3935603160,47.7757675,12.7015872,Sulzbergschneid,1159,,
3954790243,47.6404990,11.6555622,Plattel,,,
4011728798,47.7009050,12.0633800,Schortenkopf,1322,Q31521871,de:Schortenkopf
4054778716,48.5205015,11.5219328,Pfaffelleiten,482,,
4059510444,47.4106410,11.1264927,Signalkuppe,2486,,
4059510445,47.4099632,11.1265424,Bayerländerturm,2507,,
4102158239,47.4917154,11.2596784,Hochreut,953,,
4102158243,47.4867103,11.1948696,Hirschbühel,959,,
4102158244,47.4896157,11.1238314,Auf der Lache,839,,
4102158270,47.5172025,11.0719314,Königsstand,1453,Q17124195,
4102377015,47.5500688,10.9685079,Brunnenköpfl,1609,,
4102377016,47.5587700,10.9450553,Kirchenkopf,1209,Q31535097,
4102377017,47.5629542,10.9576572,Rinneleck,1112,Q31525742,
4102507285,47.5528202,10.9455722,G'hörigenhöfe,1298,,
4102507287,47.5755735,10.9327324,Martinswand,1352,Q31557006,
4102507288,47.5742363,10.9388910,Roßeck,1305,Q31525229,
4102509389,47.5723736,10.9227768,Sulzeck,1389,,
4102509390,47.5769741,10.9131409,Sefelwand,1724,Q31557039,
4102509391,47.5653624,10.8963472,Hundsfallköpfe,1508,Q31556825,
4102642398,47.5832008,10.9880838,Schaflahnerkopf,1565,,
4102642399,47.6123428,11.0046358,Köpfel,1202,Q31557753,
4102642402,47.5867272,11.0705836,Döttenbichl,877,,
4104402983,47.5851272,11.2864661,Grießberg,1351,,
4104402984,47.5890058,11.2727331,Grießberg,1406,,
4104402985,47.6077834,11.2648420,Ohlstädter Teilberg,1457,Q31528757,
4104402986,47.6105320,11.2577824,Grießkopf,1452,Q31557703,
4104402988,47.6006323,11.2107518,Osterfeuerberg,1215,Q31528591,
4104404189,47.5807680,11.1538554,Auerberg,855,Q31553249,
4104404191,47.5927227,11.0792530,Rainenberg,905,,
4104404192,47.6047242,10.9823994,Wachsbichel,1364,,
4104404193,47.5989342,10.9665212,Lauskopf,1363,Q31532131,
4104404194,47.5950520,10.9540117,Schwabenkopf,1346,Q31521697,
4104404195,47.6054162,10.9555487,Roßkopf,1172,,
4104421922,47.6198991,10.9845100,Kleinwachsbichel,1240,Q31557888,
4104421923,47.6140366,10.9846983,Mitterwachsbichel,1316,Q31557769,
4104433119,47.7564160,11.1040873,Schafbichel,651,,
4104433120,47.7651996,11.1103851,Schloßberg,625,,
4104433122,47.7884560,11.2154826,Schellenberg,654,,
4104433123,47.7288424,11.2076053,Reisberg,676,,
4104433124,47.7440194,11.2235376,Kühbichel,675,,
4104433125,47.7472267,11.2173490,Eckenbichel,678,,
4104433126,47.7498937,11.2138291,Nickenbichel,680,,
4104433127,47.7251672,11.1510196,Rußbichel,685,,
4104433128,47.7319490,11.1480524,Herberstberg,675,,
4104433129,47.7316338,11.1410846,Atzenberg,677,Q30724041,
4104433130,47.7206934,11.1206493,Längenberg,684,Q31322055,
4104433131,47.7216074,11.1019212,Auf der Platte,776,,
4104433132,47.7239892,11.0970718,Haslesberg,732,Q30618486,
4104433133,47.7242210,11.0799219,Schweinberg,760,Q31321251,
4104433134,47.7297015,10.9855001,Hochbichel,807,,
4104433135,47.7388101,10.8559238,Roßhurtenbichel,776,,
4104433136,47.7291521,10.8451233,Franzenbichel,764,,
4104433137,47.7275443,10.8825955,Roßkopf,792,,
4104433138,47.7199481,10.8384764,Breitbichel,760,,
4104433139,47.7211177,10.7860786,Grundelsberg,778,,
4104433140,47.7446208,10.7389261,Forchenbichel,926,,
4104433143,47.7117109,10.7238436,Fuchsbichel,814,,
4104433144,47.7021343,10.7537123,Dürrer Bichel,807,,
4104433145,47.7112165,11.0499527,Schloßbichel,831,,
4104433146,47.7185618,11.0417739,Sonnenbichel,916,,
4104433147,47.7104912,11.1224856,Annaberg,740,,
4104433152,47.6664600,10.8094012,Leberbichel,825,,
4104433153,47.6635345,10.8196821,Bichel,828,,
4104433154,47.6712872,10.8184703,Lobelbichel,818,,
4104433155,47.6711283,10.8283194,Bichel,830,,
4104433156,47.6693068,10.8347147,Hohenstock,859,,
4104433157,47.6588040,10.8032086,Wilder Bichel,790,,
4104433158,47.6989099,10.8134364,Drachenleite,781,,
4104433159,47.6931356,10.8432485,Birkenbichel,791,,
4104433160,47.6606488,10.9245132,Kleinbicheleck,915,,
4104433161,47.6658135,10.9662586,Mähdige Leite,918,,
4104433162,47.6790113,10.9588325,Brunnenbichel,910,,
4104433163,47.6691000,11.0164344,Wetzstein,936,Q30510205,
4104433164,47.6909621,11.1036491,Bichelsberg,693,,
4104433165,47.6724994,11.1122060,Hocheck,737,,
4104433168,47.6861170,11.2437470,Hannesberg,708,,
4104477133,47.6369991,11.0599821,Wildeck,1437,,
4104477134,47.6267726,11.1099903,Hechendorfer Berg,1291,,
4104477135,47.6353081,11.1046659,Aschauer Berg,1108,Q30725277,
4104477136,47.6251130,11.2813792,Alpenkopf,1384,Q31557936,
4104477138,47.6184235,11.2864843,Rauchköpfl,1508,Q31557820,
4104489590,47.6908429,11.2372391,Birnberg,681,,
4104489591,47.6984980,11.2409251,Eschberg,694,Q30767382,
4104489592,47.6363117,11.2664221,Simmersberg,1052,,
4104489593,47.6317601,11.2636489,Wagbichl,1017,,
4104489594,47.6458831,11.2344742,Hatzenbichl,651,,
4104489595,47.6537755,11.2255301,Isenberg,675,Q30656534,
4104489596,47.6460314,11.0798984,Aschlerberg,1378,Q31553348,
4104489597,47.6450931,11.0736616,Elmauberg,1390,Q31548126,
4104522072,47.6517561,11.0411750,Sonneneck,1074,,
4104522073,47.6580017,11.0224595,Hüttenbichel,899,,
4117207289,47.7521794,12.5797880,Bogn Nosn,1358,,
4158998575,47.6918676,12.6672881,Flauschberg,1342,,
4200404317,47.7550973,12.5233723,Silleck,1565,Q31317490,
4202440718,47.5119774,11.1391779,Eckenberg,1749,,
4216007149,47.6274117,11.4529802,Labelsberg,1406,Q31532695,
4216010617,47.6228228,11.5000257,Hoher Stein,796,Q31538825,
4216052737,47.6126611,11.4422054,Meßnerberg,969,Q31530854,
4217279953,47.8070999,11.2766648,Kreuthleite,654,,
4224427657,47.4238353,11.1268930,Schachentorkopf,1957,Q31523833,
4232155348,47.7094400,12.9626500,Ochsenkopf,1780,Q22004893,
4256065428,47.5064567,13.0253735,Hanauerlabl,1910,,
4256065941,47.5176763,13.0353451,Schossenkopf,2106.7,Q31324123,
4270248273,47.5173821,13.0289044,Grauer Kopf,2054.5,,
4307295624,47.5728253,12.7824608,Sulzenstein,1694,,
4307295636,47.5792082,12.7793158,Gernhorn,1908,Q21871007,
4307295638,47.5857223,12.7856485,Ameisknockenkogel,1925,,
4316006019,48.5672557,11.6288819,Kalvarienberg,,,
4331186263,48.7994309,11.4337559,Weinberghöhe,389,,
4337688896,47.6784486,12.6309835,Kreuzschneid,1609,,
4369817141,47.7236176,11.7956894,Gindelalmschneid,1335,Q1524911,de:Gindelalmschneid
4380583010,47.6804936,12.5985718,Hausgrabenkopf,1411,Q31542014,
4381997005,47.5650325,12.9695972,Archenkopf,1451,Q30729641,
4431510090,47.4282093,11.1620906,Oberer Kämikopf,1861,,
4455052988,47.6810288,12.6329090,Fahsteigenschneid,1562,,
4477353242,48.8740554,11.0705076,Stupberg,,,
4494839789,47.7015243,12.8296896,Pflasterbachhörndl,1270,Q31558769,
4504608906,47.7250606,12.6060273,Zwölferspitz,,,
4510320418,47.7583659,12.4907647,Luchsfallwandl,1263,,
