@id,@lat,@lon,name,ele,wikidata,wikipedia
4518931112,47.7071048,12.7678687,Rabenpalven,1017,Q31527382,
4523743080,47.5677344,11.1937501,Zunderkopf,1506,Q31556859,
4536085650,47.7589602,12.4927855,Luchsfallwand,1324,,
4541927441,47.6289990,11.6748151,Sonnberg,1576,,
4547463685,47.4524243,11.0666481,Kreuzeck,1651,Q268125,de:Kreuzeck (Wettersteingebirge)
4629829706,47.6114705,11.4019694,Psengberg,1155,,
4646799722,48.0677774,11.9743609,Vogelberg,562,,
4647797222,47.7012898,11.6755881,Huder,1382,Q19963321,de:Huder (Berg)
4668708798,48.6275062,11.4232678,Moosberg,438,,
4687406836,47.5737113,12.8755931,Kopf des Hunds,2012,,
4687407338,47.5713191,12.8836988,Schottmalhorn,,,
4688668236,47.5748711,12.8825194,Am Hund,,,
4689311473,47.5455209,12.8384593,Hocheiskopf,2495,,
4702076816,47.5301347,12.8916301,Kirche,1581,,
4702076817,47.5300877,12.8677048,Palfenkopf,1950,,
4730692192,48.6186266,11.4035590,Geißberg,441,,
4730692193,48.6310124,11.3678171,Dürrenberg,462,,
4786798491,47.5456006,11.3225833,Markkopf,,,
4786798492,47.5532042,11.3280174,Klausenkopf,1181,Q31556612,
4786800945,47.5585894,11.3129997,Altlachberg,,Q31553688,
4786801006,47.5657476,11.3083863,Steinriegel,,,
4841874403,47.4992066,12.9399740,Glunkererkopf,1853,,
4841874404,47.4962057,12.9692262,Pflaumpalven,1966,,
4860472175,47.6397213,11.8020146,Plankensteinnadel,,Q316937,de:Plankenstein (Berg)
4894244948,47.6031223,11.2150194,Osterfeuerspitze,1368,,
4918842178,48.3363647,11.1992529,Schweinsberg,520,,
4918842179,48.3388074,11.2005668,Fuchsberg,518,,
4918842180,48.3303534,11.1889475,Miegersberg,,,
4918842181,48.3320667,11.1848237,Goldberg,523,,
4918842182,48.3333221,11.1737333,Taxaberg,532,,
4918908633,48.3433598,11.2566992,Salzberg,520,,
4918908642,48.2646408,11.2017710,Reitersberg,543,,
4919742325,48.4032689,11.2928126,Mandelberg,533,,
4919742326,48.3513467,11.5201593,Kreuzberg,498,,
4919742332,48.0350889,11.2256561,Badbichl,648,,
4922588530,48.2358137,11.2525889,Taubenbichl,543,,
4938279910,47.4143420,11.0308341,Kleiner Kirchturm,2368,Q31534553,
4944025921,47.4017931,11.0724993,Jungfernkarkopf,2355,,
4967432232,47.4320044,11.2509755,Burgberg,1194,Q21873179,
4970989166,48.9465726,11.3927190,Michelsberg,,,
4973990466,47.7081353,12.0209236,Soinwandpfeiler,,,
4980567984,47.6099571,12.0875678,Reinhardsberg,1400,,
5034081693,47.4919950,11.3287726,Feldernkreuz,2048,Q15056103,
5044803490,48.6307592,11.0841372,Lorenziberg,491,,
5044803491,48.6215330,11.0827360,Reichenbichl,,,
5044803492,48.6158295,11.0853229,Frauenberg,,,
5079866695,47.5843857,13.0496897,Hohes Brett,2340,Q1623963,de:Hohes Brett
5098860808,47.4989205,11.3031057,Schwarzkopf,1150,,
5104503967,47.7843709,10.8195290,Burgberg,789,,
5145536205,47.6250919,11.2536348,Kleiner Illing,1062,Q31534569,
5163337269,47.6995525,12.9876208,Hochalpkopf,1886,,
5331774938,47.7593706,12.4865741,Drei Sennerinnen,1185,,
5342752746,47.7274731,11.4152630,Hochbichl,,,
5448692449,47.9535629,12.1930239,Lindberg,506,,
5485841643,47.6815373,12.8500396,Vogelspitz,1300,Q31294218,
5502748061,49.0508873,11.4937625,Schellenbuck,497.1,,
5502748065,49.0603841,11.4813554,Reiterberg,501,,
5502748066,49.0585395,11.4997882,Oberndorfer Bühl,507.4,,
5502748067,49.0607222,11.5344196,Steinbügel,510.7,,
5502748071,49.0270823,11.4191708,Sulzbuck,575.0,Q31301943,
5502748073,49.0374637,11.4430252,Reindelbuck,,,
5502748078,49.0012055,11.4725228,Almberg,526.0,,
5502748082,48.9797576,11.4745623,Kitzenbichl,510,,
5502748083,48.9739319,11.4933463,Steinbühl,528,,
5502748085,48.9723162,11.5730373,Buchenbichel,490.8,,
5502748086,48.9880890,11.5681116,Dietfurter Höhe,514.1,,
5502748089,48.9750508,11.5451723,Arnbucher Höhe,506.3,,
5565942390,47.6406078,11.3634265,Brandenstein,754,,
5578464880,47.5867360,11.1290596,Holzkopf,,,
5594875706,47.7284592,11.7720937,Neureuth,1261,Q571058,
5622332693,48.5430079,11.4322533,Wolfsberg,532,,
5626413590,48.5715476,11.5021698,Geißberg,481,,
5626424857,48.5390742,11.5922730,Brünnelberg,488,,
5639737400,48.5004594,11.5904662,Buckelberg,515,,
5651641665,48.5409719,11.4485788,Kaiserberg,,,
5689911493,47.5368856,12.9567338,Burgstallstein,,Q31550247,
5695084434,47.7586532,12.3381728,Brunnstein,,,
5748603511,48.5589111,11.4771962,Grob-Berg,,,
5774972193,47.7040720,12.8839484,Spechtenkopf,1285,,
5776435557,49.0334696,11.4853097,Arzberg,507.1,Q718361,de:Arzberg (Altmühltal)
5782851140,47.6915651,12.8977074,Dreisesselberg,1680,Q1258124,de:Dreisesselberg (Lattengebirge)
5792676627,48.0363068,11.9866090,Gaschberg,560,,
5812786093,48.0882298,12.0043327,Leitenberg,581,Q31317973,
5812805842,48.0626840,11.9865942,Schloßberg,585,,
5812805843,48.0574226,11.9897746,Eberberg,581,,
5812805844,48.0575417,11.9997209,Seemoosberg,590,,
5817402896,47.4802879,11.3443547,Reißende Lahnspitz,2209,Q31526445,
5856599612,47.7555138,12.3644890,Kampenwand-Vorgipfel,,,
5856599616,47.7558907,12.3677743,Kampenwand-Innerer Ostgipfel,,,
5876663191,47.7608542,12.8303690,Hendelberg,1324,,
5915993240,47.7557416,12.8336952,Hendelbergskopf,1613,,
5926552247,47.4177816,11.1484033,Drei Scharten,2304,,
5930135814,47.4421328,11.0570808,Längenfelderkopf,1910,Q98011875,
5949489313,47.7676452,12.5065681,Kobelwand,1216,Q31336350,
5975776044,48.8950800,11.4090400,Steinberg,520,,
5981205839,47.7567997,12.3714998,Kampenwand - Äußerster Ostgipfel,,,
5997401874,47.5849787,11.1004400,Laber Hauptgipfel,1686,,
5997401877,47.5820479,11.0884033,Latschenköpferl,1509,,
6024364847,48.4623946,11.5220897,Kreuzleiten,,,
6024366184,48.4665860,11.5437712,Leitenberg,,,
6024366285,48.4709261,11.5472259,Christelberg,,,
6024367084,48.4797262,11.5432895,Lettenberg,,,
6024367382,48.4862906,11.5409966,Eichberg,,,
6024367772,48.4856224,11.5653244,Höllberg,,,
6024369929,48.4849095,11.5202525,Steinberg,,,
6024372755,48.4742375,11.5354249,Dürrenberg,,,
6024682355,48.8945804,11.6728787,Kreutberg,454,,
6024694083,48.9008733,11.6747864,Kreutberg,459,,
6086142722,48.5474134,11.4515611,Schönthaler Berg,,,
6086142723,48.5519529,11.4397512,Schneidberg,,,
6086193963,48.4742222,11.4798976,Mühlberg,,,
6086200428,48.4772440,11.4722134,Geißriegel,,,
6086206309,48.4738058,11.4940766,Kirchberg,,,
6154436662,47.6728489,12.9277298,Pfaffenkogel,816,,
6190481535,47.8992098,11.2205166,Monatshauserin,,,
6202988600,47.6585370,11.5346158,Kotiger Stein,1363,,
6212632160,47.5713472,12.9339670,Falzkopf,1930,Q31354214,
6213028895,48.5609127,11.5987429,Mantelberg,,,
6213035133,48.5530754,11.6072134,Füllberg,,,
6269262719,47.5385966,12.9308890,Kirche,1402,,
6423595939,47.5952472,11.1261585,Schoberwaldkreuz,1393,,
6423595941,47.5874399,11.1223605,Höllstein,1435,Q31557349,
6514125508,47.6681595,11.2097918,Freundschaftshügel,,,
6530414814,47.4023869,11.0830808,Kleiner Hundsstallkopf,2338,Q31555357,
6530414816,47.4172061,11.1403030,Hirschbichlkopf,2276,Q31555502,
6530414818,47.4280299,11.1991612,Untere Wettersteinspitze,2151,Q2566053,de:Wettersteinspitzen
6541735425,47.7927669,11.5571313,Reuter Hausberg,729,,
6543594144,47.6961857,12.8789726,Predigtstuhl,1613,Q877151,de:Predigtstuhl (Lattengebirge)
6564818100,47.7569660,12.7999589,Zehnerstein,,,
6581492738,47.4525017,11.0803157,Kreuzjoch,1719,Q6436892,
6618688111,47.6011247,12.9967136,Hundskehl,717,,
6619156555,47.6016706,12.8338717,Halskopf,1285,,
6619156556,47.5937664,12.8230390,Teufelskopf,1340,Q31517597,
6619156557,47.6002224,12.8052699,Brettstein,1820,,
6619156558,47.6049327,12.8099509,Predigtstuhl,2004,,
6622122550,47.6527330,13.0279427,Kiliansberg,960,Q1257338,
6622122551,47.6470480,13.0107160,Saurüssel,830,,
6622125148,47.6892028,13.0084653,Silberkopf,1120,,
6622125150,47.7015219,12.9536399,Achenkopf,1577,Q31554187,
6622125151,47.7065673,12.9125500,Lattenberg,909,,
6622386371,47.6719119,12.8671520,Kratzer,1300,,
6622386372,47.6722424,12.8507429,Hochmaiskopf,1390,Q31353962,
6622386373,47.6660090,12.8574047,Prechlkopf,1435,Q31290388,
6622386374,47.6610029,12.8623835,Horn,1496,Q31353934,
6622386375,47.6586508,12.8645013,Moosenkopf,1504,,
6622407733,47.6765303,12.8397152,Luegerhorn,1220,Q31311060,
6622407934,47.6768548,12.8054258,Kienberg,1028,Q31535293,
6622620726,47.7144532,12.6728143,Mahdeck,1014,,
6622620727,47.7186451,12.6743210,Sackgrabenrücken,1057,,
6631990152,47.3943412,11.1002872,Teufelskopf,2440,Q21878034,
6653891186,47.6550841,12.9659580,Kastensteinhöhe,796,Q30628415,
6690737689,47.4155275,11.2928413,Kirchlespitze,2301,Q21879083,
6731475483,47.6051559,13.0253203,Klausbichel,1065,,
6731475484,47.5950991,13.0456614,Alpelköpfe,1923,Q31354325,
6731477485,47.5756120,13.0071885,Strubkopf,1271,,
6731477486,47.4981025,13.0063561,Wasserberg,1487,,
6793988555,49.0055636,11.1754346,Kesselberg,,,
6855251442,47.8247168,11.6076604,Schindelberg,805,Q31523018,
6926820547,48.0992031,10.9885719,Dachsenberg,611,,
6938202421,48.1188537,11.9884912,Sauberg,601,,
6951173129,48.0778697,10.9244499,Schöner Berg,626,,
6964834782,48.8481358,11.3707773,Reisberg,508,,
6992466345,48.0879731,11.1693813,Martinsberg,612,,
6992466346,48.0814532,11.1707238,Dachsberg,610,,
7018011436,47.6356285,11.2539362,Lauseck,858,,
7024273955,47.9508852,11.1587343,Blumberg,614,,
7027055452,47.9116000,11.1942543,Sonnenhügel,703,,
7028811940,47.9297899,11.0199765,Sandberg,712,,
7028811941,47.9249783,11.0145340,Ochsenberg,721,,
7028811942,47.9349088,11.0189071,Bühel,704,,
7028811943,47.9394903,11.0256015,Schloßberg,708,,
7028811944,47.9361911,11.0500133,Weinberg,709,,
7028811945,47.9421048,11.0554579,Jungfernberg,694,Q30653392,
7028811946,47.9685331,11.0148454,Rainberg,663,,
7028811947,47.9603354,11.0589994,Gruberberg,680,,
7028811948,47.8898992,10.9541715,Kranzbühl,737,,
7029348439,47.8909766,10.9912976,Wippberg,731,,
7029981597,47.9074735,10.9633466,Kalvarienberg,753,,
7029981598,47.9088115,10.9542083,Eselsberg,725,,
7232819120,48.9953673,11.3695535,Schellenberg,,Q2233021,de:Schellenberg (Kinding)
7245068757,47.5788986,12.8352406,Salzkopf,,Q31524191,
7245077194,47.5628183,12.8181282,Hocheiskopf,1695,,
7340144940,47.7915366,11.1291160,Westerleiten,650,,
7356533127,47.6188156,12.9335773,Söldenköpfl,1022,Q31316815,
7500516973,47.5770421,11.5032567,Niederskopf,1293,Q31529506,
7599664003,47.7003827,12.9140261,Freimahder Köpfl,,,
7637964550,47.7279129,12.7499222,Maisenberg,,Q31531196,
7678135852,47.4244009,11.0791488,Stuibenkopf,1924,Q31555595,
7678135853,47.4258526,11.0793022,Stuibenspitze,1908,,
7686984944,48.0053418,11.3922679,Schloßberg,656,,
7781604724,48.0659317,11.5092524,Baldehöhe,580,,de:Gut Warnberg
7850348989,47.7276165,12.6131178,Mittagswandl,,,
7942882116,47.8740786,12.6299226,Guntramshügel,628,,
7943499327,48.5081217,11.2409422,Beinberg,501,,
7956164422,47.4578301,11.2999249,Schwarzkopf,1591,Q31521366,
7962560485,48.5058822,11.6000688,Leitlhöhe,520,,
7997632579,47.9551923,11.3636675,Mittelpunkt Aufkirchner Hügelkreis,676,,
8040963501,47.7511701,12.7600816,Falkenstein Nordgipfel,1092,,
8057490448,48.8340513,11.2121618,Himmelberg,457,,
8129422708,48.5643871,11.6753444,Rastplatz,528,,
8170621076,48.0016994,11.2078230,Galgenbühl,681,,
8208555681,47.7020460,12.8738033,Teufelssattel,,,
8208555682,47.7022445,12.8665346,Brandkopf,,,
8214214184,47.6973134,12.8961963,Mitterberg,,,
8244940737,47.6752664,11.4914896,Längenberg,1244,,
8247190717,47.7696331,12.5638071,Bründlingköpfl,1221,,
8284890973,47.6725887,11.9328619,Kleinmiesing,1666,,
8295893619,47.7675993,12.4374139,Jägerberg,700,Q30656094,
8306170720,47.8630878,12.6152814,Irlberg,654,,
8505225721,47.7037883,12.9015609,Eichelberg,,,
8536811141,47.4551244,11.0818040,Sauwankl,1537,,
8537285112,47.4236233,11.0795242,Mauerschartenkopf,1919,,
8582538063,47.5283474,10.9081042,Schwarzenköpfel,1897,Q31557654,de:Schwarzenköpfel
8651580782,47.7037456,12.8205813,Gebersberg,1038,,
8651584861,47.7128822,12.8275615,Kranzlstein,973,,
8661451033,48.3975957,11.7379457,Veitsberg,,,
8669299839,48.2193566,11.8234806,Krebsenberg,524,,
8685489200,48.2479220,11.8593977,Kreuzberg,522,,
8688162373,48.2846225,11.8514912,Moosberg,490,,
8688188812,48.2806301,11.8481649,Adelberg,501,,
8688237018,48.2900855,11.8537725,Braunberg,,,
8781143822,47.7404020,12.5149092,Hochsattel,1550,,
8806522423,47.4016346,11.2241955,Achterköpfe,,Q21878017,
8821222154,47.8068382,11.1177085,Ammerberg,595,,
8825813357,47.8285286,11.1579320,Gögerl,626,,
8825813358,47.8240278,11.1629149,Hechenberg,632,,
8903761297,48.6114366,11.4572484,Mausberg,,,
8903761298,48.6059318,11.4617474,Eichberg,432,,
8903761299,48.6010726,11.4698522,Grober Berg,453,,
8903761300,48.6024887,11.4740347,Rotenberg,,,
8903761301,48.6103960,11.4774655,Geißberg,438,,
8930273950,48.8570542,11.6608824,Bellerberg,436,Q30704655,
9071260980,47.7231939,12.1868538,Höllwand,1340,,
9101943888,48.0337951,11.0864882,Reisenbühl,576,,
9117967252,47.6202163,11.5411813,Lettner Berg,,,
9135907986,47.6296649,12.8265315,Kirche,1707,,
9135907989,47.6271015,12.8101706,Wiesenwinkelköpfe,1699,,
9183676751,47.6559583,11.3572433,Aspenstein,661,,
9205039752,47.6367037,12.9849634,Baderlehenkopf,756,,
9205150162,47.6538746,12.9911398,Geschirrkopf,1030,,
9235942777,47.6721385,13.0018435,Steinbichl,932,,
9271247941,47.6262000,11.4162500,Bärenhaupt,1404,Q31552858,
9286591362,47.6901930,12.9362886,Eisenrichterstein,795,,
9286717924,47.7040016,13.0478221,Hornkopf,767,,
9301083970,47.6264694,13.0924135,Hennenköpfl,1551,,
9315606664,47.7197396,11.9808216,Bockstein,1514,,
9322021715,47.6162398,11.3831685,Mitterberg,,,
9375840191,47.7560323,12.3668990,Kampenwand-Nordgipfel,,,
9375840192,47.7554810,12.3635876,Teufelsturm,,,
9375840193,47.7554812,12.3630077,Gmelchturm,,,
9386501587,48.1967474,11.8229429,Birkelberg,529,,
9422835874,47.9880618,11.9708805,Mühlberg,,,
9474399295,47.8437666,11.6625908,Asberg,776,,
9486275552,48.4939495,11.5009236,Haselberg,,,
9498853631,47.6729389,12.5004655,Huttenberg,901,,
9550470125,47.6067129,11.3146329,Fahrenbergkopf,1627,Q31547634,
9550470126,47.6111508,11.3201400,Rauchkopf,,,
9566863714,48.8267856,11.1588424,Vogelbuck,,,
9670802145,47.4318664,11.2831850,Gamseck,1717,,
9676713581,48.0609652,10.8046718,Riedberg,639,,
9759661253,47.8485097,11.1952432,Schnabelsberg,650,,
9801917517,48.0568501,11.1453627,Untere Fischleite,590,,
9801917518,48.0533965,11.1461217,Obere Fischleite,591,,
9830833897,47.6953066,12.6690576,Hinterer Adlerkopf,1326,,
9892741718,47.7100497,11.6638254,Brauneck,1290,,
9895387909,47.7053102,11.9992281,Türkenköpfl,1512,,
9898131852,47.7018393,12.0211102,Kesselwand,1721,Q15056989,
9958672261,47.7535156,12.7849727,Kohlerhörndl,1480,,
9981089308,47.6774762,11.2832450,Höllersberg,,,
10103318114,48.9875404,11.2637278,Brunnenberg,522,,
10300162542,47.7018864,11.6661234,Spitzeck,1339,,
10300162543,47.6938922,11.6721641,Sattelkopf,1384,Q25392929,de:Sattelkopf (Tegernseer Berge)
10314410313,48.9164098,11.4578026,Hierberg,534,,
10554364935,48.9165625,11.3518070,Nonnenstein,480,,
10692474734,48.7746058,11.1015747,Hainberg,,Q30648873,
10711592351,47.6202775,12.8423949,Hüfelwand,,,
10743244481,47.8453048,11.8345645,Veigelberg,710,,
10788853925,47.7579761,12.4438637,Aggbichl,663,,
10921834832,47.6913304,12.4542492,Schwarzberg,1187,,
10924917156,47.7164212,12.4343269,Steilenberg,1198,,
10925225585,47.7177823,12.4607434,Rettenberg,776,,
10959244958,48.0643998,11.8852047,Dachsberg,612,,
10959258368,48.0617397,11.8798779,Taubenberg,618,,
10959285547,48.0532098,11.8777160,Kollmannsbrunnberg,600,,
11015393598,48.2102271,11.8140300,Steinberg,518,,
11015406855,48.2143584,11.8100282,Sauriaßl,,,
11047654543,48.2189894,11.8347842,Windschaufel,532,,
11051834990,48.8712409,11.1660486,Schneckenberg,492,,
11134675043,48.9314329,11.7208117,Steinberg,480,,
11134675044,48.9274169,11.7222396,Sebastianshöhe,482,,
11178425140,47.8745025,11.2262042,Fisselberg,656,,
11278049464,47.6800525,12.9633311,Scheibelkopf,1481,,
11284343875,47.7050613,12.5002501,Lackenberg,1253,,
11300475031,47.7161399,12.8446441,Knogel,682,,
11416724272,47.6221276,11.4426596,Axelstein,1051,,
11432263279,48.0205642,11.9523497,Kreuzberg,572,,
11439284989,47.7800456,12.4223203,Einöder Berg,917,,
11458924722,48.0036380,11.4861783,Horn,635,Q124016834,de:Horn (Grünwalder Forst)
11464779169,48.0042849,11.5427678,Schönberg,637,Q124036764,de:Schönberg (Grünwalder Forst)
11494000080,47.9675507,11.5148421,Ludwigshöhe,690,Q124126668,de:Ludwigshöhe (Straßlach-Dingharting)
11500527492,47.9595078,11.5310931,Goggersbühel,695,,
11527414396,47.9086009,11.5845824,Kogel,759,Q124307532,de:Kogel (Dietramszell)
11610261989,47.4449075,11.2400809,Kratzenköpfl,1115,,
11618198251,47.7640466,11.9822916,Stanpfleiten,792,,
11666679518,47.9346131,12.8838467,Buchberg,458,,
11805387320,47.9081992,12.8595837,Geisberg,480,,
11813624642,47.8898104,12.8753367,Wölfelsberg,464,,
11813649787,47.8854672,12.8704685,Simmersberg,458,,
11813649788,47.9119006,12.8357904,Aschelberg,472,,
11835395194,47.7650284,12.3279530,Hofbichl,650,,
11907801230,47.9821878,11.9653666,Singelberg,,,
11916445605,47.7232885,12.8160509,Hochrießel,,,
11916445606,47.7284620,12.8319900,Siebenpalven,,,
11926109175,47.3958358,11.0837236,Teufelsgrat,2648,Q9357673,
11943042745,47.7179043,12.8105414,Heuberg,925,,
11943042746,47.7120139,12.8024733,Albauer Kopf,933,,
12065117194,48.8928919,11.7040894,Riebberg,474,,
12097971759,47.4058027,11.1117622,Unterer Berggeistturm,2000,,
12097971760,47.4060619,11.1151897,Oberreintaldom,2371,,
12097971761,47.4001811,11.1109756,Unterer Schüsselkarturm,2135,,
12284965770,48.1101384,11.5418907,Neuhofener Berg,,,
12369578509,47.6418245,11.6721100,Mühlriedeck,1461,,
12468970499,47.4000170,11.0615952,Höhlenkopf,2403,,
12560166234,47.7880967,12.7732475,Teisenbergkopf,1264,,
12560166297,47.8044064,12.7520791,Großer Kachelstein,1230,,
12578497925,48.8986998,11.5348291,Königsberg,539,,
12590096643,47.6552929,11.5023213,Feichteckwand,1600,Q107706105,de:Feichteckwand
12688438344,47.7048675,12.5926360,Seehauser Kienberg,1503,,
12708275442,47.8579510,11.2140528,Brandleiten,652,,
12712754463,47.7375763,12.5242039,Mansurfahrn,,,
12797408038,48.8326234,11.5665365,Nesselberg,460,,
12797902759,48.0208200,10.9094900,Mühlberg,656,,
12814115252,48.5647181,11.6726631,Höchster Punkt der Hallertau,534,,
12873147335,48.8898823,11.7163512,Poppenberg,459,,
12951834106,48.3199443,11.5658867,Pfanderling,499,,
12990116801,48.3732678,11.5535769,Fuchsberg,493,Q30742086,
12990116802,48.3811672,11.6173010,Steinberg,486,Q31310206,
12997976003,48.3842485,11.5373716,Geißberg,500,,
12997976004,48.3874874,11.5191171,Ziegelberg,507,,
12997976005,48.3762144,11.5701460,Schneiderberg,484,,
12997976006,48.3260001,11.6112914,Fuchsberg,486,,
12997976007,48.3194220,11.5232286,Taxberg,497,,
13009891950,47.8447162,11.2259088,Fischberg,653,,
13092226863,48.3318267,11.5921443,Eichberg,499,,
13124079411,47.9578995,11.1825279,Weiherbühel,699,,
13124079412,47.9480285,11.1981370,Rauhenberg,729,Q124849416,
13124079413,47.9356340,11.2481357,Bromberg,708,,
13128211719,47.8109480,11.6520428,Eisenberg,738,,
13128324599,48.4058894,11.6547825,Rehbuckel,517,,
13133380318,48.4100587,11.6264191,Sauberg,522,,
13133380319,48.3733627,11.5667437,Schneiderberg,484,,
13133380320,48.3736641,11.5595121,Fuchsberg,493,,
13133380321,48.2811331,11.4373233,Hummelberg,516,,
13133380322,48.2785071,11.4326928,Hoher Berg,526,,
13133380323,48.2937647,11.6632197,Fraunberg,468,,
13136722721,48.3944422,11.5116362,Hackenberg,508,,
13160041419,47.5265400,10.9179870,Kreuzspitze,2184,Q279725,de:Kreuzspitze (Ammergauer Alpen)
13173270902,47.5658682,11.1933766,Zunderstein,1570,,
13178985591,48.0727010,11.2584217,Adelberg,627,,
13196507237,47.9447088,11.2460296,Butlerbühl,716,,
13196507239,47.8893913,11.1808803,Sandbichel,587,,
13265027260,48.0243300,10.9569700,Schönbühl,676,,
13265027261,48.0354900,10.9357100,Gogelberg,646,,
13265950881,47.8429955,11.7869901,Fentberg,807,Q31559303,de:Fentberg
13306536324,47.4361931,11.0564740,Aschenköpfe,1973,,
13306742726,47.6378957,13.0657968,Kainzenberg,1085,,
13313336142,47.6444375,13.0918340,Geißstallhöhe,1262,,
13321949460,47.4166455,11.1124936,Teufelsgsaß,1962,,
13327850622,48.3895639,11.4896913,Lohberg,499,,
13369087390,48.4107153,11.8172393,Eichelsberg,473,,
13376445693,47.4711072,11.3561774,Turm,1598,,
13381243045,47.6379472,13.0744518,Haarpointkopf,1264,,
13381243046,47.6353461,13.0808054,Karkopf,1308,,
13391079563,48.5215267,11.5310012,Kuglberg,,,
13416740774,47.5104849,11.0552717,Mittergernnadel,1865,,
13448147156,47.6354477,12.9923663,Kälberstein,786,,
